name,img,faction,area,email,id,start_date,end_date,term
Olga Sõtnik,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=a5360bb6-e77a-4d16-99e3-7eef99d9d8e6,Fraktsiooni mittekuuluvad Riigikogu liikmed,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Olga.Sotnik@riigikogu.ee,a5360bb6-e77a-4d16-99e3-7eef99d9d8e6,,,Riigikogu XII
Jaanus Tamkivi,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=9c746a01-2f27-438d-a55c-6bf000f793a5,Eesti Reformierakonna fraktsioon,"Hiiu-, Lääne- ja Saaremaa ",Jaanus.Tamkivi@riigikogu.ee,9c746a01-2f27-438d-a55c-6bf000f793a5,,,Riigikogu XII
Tarmo Tamm,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=76afbcdc-b41d-4fc6-b5eb-d0cce01e94d5,Eesti Keskerakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Tarmo.Tamm@riigikogu.ee,76afbcdc-b41d-4fc6-b5eb-d0cce01e94d5,,,Riigikogu XII
Tiit Tammsaar,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=baba6095-d3cf-4a56-a12b-fdc1acf2f516,Sotsiaaldemokraatliku Erakonna fraktsioon,Harju- (v.a Tallinn) ja Raplamaa ,Tiit.Tammsaar@riigikogu.ee,baba6095-d3cf-4a56-a12b-fdc1acf2f516,,,Riigikogu XII
Priit Toobal,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=35385340-859d-4ee2-81f8-399474f00d4b,Eesti Keskerakonna fraktsioon,Järva- ja Viljandimaa ,Priit.Toobal@riigikogu.ee,35385340-859d-4ee2-81f8-399474f00d4b,,,Riigikogu XII
Terje Trei,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=c79c2162-d406-445a-91bb-4c4f9556efb2,Eesti Reformierakonna fraktsioon,Jõgeva- ja Tartumaa (v.a Tartu linn) ,Terje.Trei@riigikogu.ee,c79c2162-d406-445a-91bb-4c4f9556efb2,,,Riigikogu XII
Margus Tsahkna,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=db788688-d7a6-4af8-8cee-3004adb948f5,Isamaa ja Res Publica Liidu fraktsioon,Tartu linn ,Margus.Tsahkna@riigikogu.ee,db788688-d7a6-4af8-8cee-3004adb948f5,,,Riigikogu XII
Marika Tuus-Laul,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ec4c481a-8727-490a-b90e-cbefeac9564e,Eesti Keskerakonna fraktsioon,Jõgeva- ja Tartumaa (v.a Tartu linn) ,Marika.Tuus-Laul@riigikogu.ee,ec4c481a-8727-490a-b90e-cbefeac9564e,,,Riigikogu XII
Toomas Tõniste,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=0fc75d40-b4cf-4d31-b5d4-a93348179103,Isamaa ja Res Publica Liidu fraktsioon,Pärnumaa ,Toomas.Toniste@riigikogu.ee,0fc75d40-b4cf-4d31-b5d4-a93348179103,,,Riigikogu XII
Urbo Vaarmann,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=39c91f79-e23c-44ae-8d62-56bce199b090,Eesti Keskerakonna fraktsioon,Tartu linn ,Urbo.Vaarmann@riigikogu.ee,39c91f79-e23c-44ae-8d62-56bce199b090,,,Riigikogu XII
Ken-Marti Vaher,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e796fa83-54c6-4aa2-a05a-166f331508fa,Isamaa ja Res Publica Liidu fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Ken-Marti.Vaher@riigikogu.ee,e796fa83-54c6-4aa2-a05a-166f331508fa,,,Riigikogu XII
Rainer Vakra,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=5388e0b7-83d8-4c7c-8cfd-084a225d0c5f,Fraktsiooni mittekuuluvad Riigikogu liikmed,Tallinna Mustamäe ja Nõmme linnaosa ,Rainer.Vakra@riigikogu.ee,5388e0b7-83d8-4c7c-8cfd-084a225d0c5f,,,Riigikogu XII
Rannar Vassiljev,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=d811d4da-2fc8-46e2-94b3-f288aefa94ba,Sotsiaaldemokraatliku Erakonna fraktsioon,Lääne-Virumaa ,Rannar.Vassiljev@riigikogu.ee,d811d4da-2fc8-46e2-94b3-f288aefa94ba,,,Riigikogu XII
Viktor Vassiljev,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=bbbcacb7-c34f-48b7-a2ba-1680c93ff810,Eesti Keskerakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Viktor.Vassiljev@riigikogu.ee,bbbcacb7-c34f-48b7-a2ba-1680c93ff810,,,Riigikogu XII
Vladimir Velman,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e0767645-54aa-4084-9dd3-ed196172dabb,Eesti Keskerakonna fraktsioon,Harju- (v.a Tallinn) ja Raplamaa ,Vladimir.Velman@riigikogu.ee,e0767645-54aa-4084-9dd3-ed196172dabb,,,Riigikogu XII
Peeter Võsa,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=33cbcc0d-2b3d-4804-8e95-cb7d2875c71c,Eesti Keskerakonna fraktsioon,Lääne-Virumaa ,Peeter.Vosa@riigikogu.ee,33cbcc0d-2b3d-4804-8e95-cb7d2875c71c,,,Riigikogu XII
Jaan Õunapuu,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=2341a960-9f10-432c-bf8a-5d42683ad392,Sotsiaaldemokraatliku Erakonna fraktsioon,Jõgeva- ja Tartumaa (v.a Tartu linn) ,Jaan.Ounapuu@riigikogu.ee,2341a960-9f10-432c-bf8a-5d42683ad392,,,Riigikogu XII
Arto Aas,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=fe748f4d-3f50-4af8-8069-92a460978d2b,Eesti Reformierakonna fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Arto.Aas@riigikogu.ee,fe748f4d-3f50-4af8-8069-92a460978d2b,,,Riigikogu XIII
Jaak Aaviksoo,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=13938f95-f891-4607-a67e-d11a65dc79a3,Isamaa ja Res Publica Liidu fraktsioon,"Võru-, Valga- ja Põlvamaa ",Jaak.Aaviksoo@riigikogu.ee,13938f95-f891-4607-a67e-d11a65dc79a3,,,Riigikogu XIII
Jüri Adams,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=764a05b8-221d-4b65-b87b-a9b1f8b569fa,Eesti Vabaerakonna fraktsioon,Tartu linn ,Jyri.Adams@riigikogu.ee,764a05b8-221d-4b65-b87b-a9b1f8b569fa,,,Riigikogu XIII
Raivo Aeg,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=bec6cb23-f13e-411b-9393-a3e4fb59378b,Isamaa ja Res Publica Liidu fraktsioon,"Hiiu-, Lääne- ja Saaremaa ",Raivo.Aeg@riigikogu.ee,bec6cb23-f13e-411b-9393-a3e4fb59378b,,,Riigikogu XIII
Yoko Alender,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=90074aa2-4938-41a9-8275-3a6efa1cee31,Eesti Reformierakonna fraktsioon,Harju- ja Raplamaa ,Yoko.Alender@riigikogu.ee,90074aa2-4938-41a9-8275-3a6efa1cee31,,,Riigikogu XIII
Andres Ammas,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=01e6473e-8d4d-4b94-9266-0e5082e94942,Eesti Vabaerakonna fraktsioon,"Hiiu-, Lääne- ja Saaremaa ",Andres.Ammas@riigikogu.ee,01e6473e-8d4d-4b94-9266-0e5082e94942,,,Riigikogu XIII
Andres Anvelt,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=d29b95db-3b4d-43de-802d-652c32199211,Sotsiaaldemokraatliku Erakonna fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Andres.Anvelt@riigikogu.ee,d29b95db-3b4d-43de-802d-652c32199211,,,Riigikogu XIII
Krista Aru,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ed14baf6-eddf-46f6-bff2-21503139d1ec,Eesti Vabaerakonna fraktsioon,Tartu linn ,Krista.Aru@riigikogu.ee,ed14baf6-eddf-46f6-bff2-21503139d1ec,,,Riigikogu XIII
Maire Aunaste,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=3c54682c-4050-471a-bd09-27481a034f82,Isamaa ja Res Publica Liidu fraktsioon,"Võru-, Valga- ja Põlvamaa ",Maire.Aunaste@riigikogu.ee,3c54682c-4050-471a-bd09-27481a034f82,,,Riigikogu XIII
Deniss Boroditš,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=5c9c68d8-7b18-4f3e-901a-afc9970cdd97,Eesti Reformierakonna fraktsioon,Ida-Virumaa ,Deniss.Borodits@riigikogu.ee,5c9c68d8-7b18-4f3e-901a-afc9970cdd97,,,Riigikogu XIII
Dmitri Dmitrijev,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=6eafafda-f117-44e5-b14b-1956d566e233,Eesti Keskerakonna fraktsioon,Ida-Virumaa ,Dmitri.Dmitrijev@riigikogu.ee,6eafafda-f117-44e5-b14b-1956d566e233,,,Riigikogu XIII
Enn Eesmaa,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=07132cc4-5afc-4edb-9537-7c721ec39b2d,Eesti Keskerakonna fraktsioon,"Hiiu-, Lääne- ja Saaremaa ",Enn.Eesmaa@riigikogu.ee,07132cc4-5afc-4edb-9537-7c721ec39b2d,,,Riigikogu XIII
Igor Gräzin,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=5958ba28-6672-426f-b533-bea2f9c8d64e,Eesti Reformierakonna fraktsioon,Jõgeva- ja Tartumaa ,Igor.Grazin@riigikogu.ee,5958ba28-6672-426f-b533-bea2f9c8d64e,,,Riigikogu XIII
Hannes Hanso,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8,Sotsiaaldemokraatliku Erakonna fraktsioon,"Hiiu-, Lääne- ja Saaremaa ",Hannes.Hanso@riigikogu.ee,b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8,,,Riigikogu XIII
Monika Haukanõmm,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=5ea230e2-5d34-46e1-9e4c-3966903f6b15,Eesti Vabaerakonna fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Monika.Haukanomm@riigikogu.ee,5ea230e2-5d34-46e1-9e4c-3966903f6b15,,,Riigikogu XIII
Mart Helme,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=4b96f3e5-af5e-41ce-86c9-3fdee3ce51da,Eesti Konservatiivse Rahvaerakonna fraktsioon,Pärnumaa ,Mart.Helme@riigikogu.ee,4b96f3e5-af5e-41ce-86c9-3fdee3ce51da,,,Riigikogu XIII
Martin Helme,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=98008392-64a2-4429-8a41-fb051823e402,Eesti Konservatiivse Rahvaerakonna fraktsioon,Tallinna Mustamäe ja Nõmme linnaosa ,Martin.Helme@riigikogu.ee,98008392-64a2-4429-8a41-fb051823e402,,,Riigikogu XIII
Andres Herkel,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ccf992ae-380e-46a9-97e7-8fa4da648262,Eesti Vabaerakonna fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Andres.Herkel@riigikogu.ee,ccf992ae-380e-46a9-97e7-8fa4da648262,,,Riigikogu XIII
Remo Holsmer,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=7b7e11c8-31e8-4072-b50f-fb1dbbb7cd62,Eesti Reformierakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Remo.Holsmer@riigikogu.ee,7b7e11c8-31e8-4072-b50f-fb1dbbb7cd62,,,Riigikogu XIII
Olga Ivanova,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=db899d3d-cf2e-466f-844d-940ec162ed9a,Eesti Keskerakonna fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Olga.Ivanova@riigikogu.ee,db899d3d-cf2e-466f-844d-940ec162ed9a,,,Riigikogu XIII
Jüri Jaanson,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=09500870-255e-416d-8eda-f80e9929adda,Eesti Reformierakonna fraktsioon,Pärnumaa ,Jyri.Jaanson@riigikogu.ee,09500870-255e-416d-8eda-f80e9929adda,,,Riigikogu XIII
Kalev Kallo,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=2240eda3-3fe9-457a-ab4f-2c52a4382c3c,Eesti Keskerakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Kalev.Kallo@riigikogu.ee,2240eda3-3fe9-457a-ab4f-2c52a4382c3c,,,Riigikogu XIII
Uno Kaskpeit,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=f45d0388-db27-47eb-b13d-f6d147ef4d6e,Eesti Konservatiivse Rahvaerakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Uno.Kaskpeit@riigikogu.ee,f45d0388-db27-47eb-b13d-f6d147ef4d6e,,,Riigikogu XIII
Liina Kersna,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=a12ffc5c-0809-46cb-abc4-cc99a7fa3f60,Eesti Reformierakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Liina.Kersna@riigikogu.ee,a12ffc5c-0809-46cb-abc4-cc99a7fa3f60,,,Riigikogu XIII
Johannes Kert,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ae55c88e-c202-4290-832b-b4e2fb5086ed,Eesti Reformierakonna fraktsioon,Järva- ja Viljandimaa ,Johannes.Kert@riigikogu.ee,ae55c88e-c202-4290-832b-b4e2fb5086ed,,,Riigikogu XIII
Toomas Kivimägi,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=906f1a0a-0000-4a96-866c-b30f2b6adc49,Eesti Reformierakonna fraktsioon,Pärnumaa ,Toomas.Kivimagi@riigikogu.ee,906f1a0a-0000-4a96-866c-b30f2b6adc49,,,Riigikogu XIII
Aivar Kokk,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=2dcb35ed-acbc-4bcf-9e9d-9da681842d6d,Isamaa ja Res Publica Liidu fraktsioon,Jõgeva- ja Tartumaa ,Aivar.Kokk@riigikogu.ee,2dcb35ed-acbc-4bcf-9e9d-9da681842d6d,,,Riigikogu XIII
Valeri Korb,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=29e61beb-0bb5-4d05-929a-1976f3642699,Eesti Keskerakonna fraktsioon,Ida-Virumaa ,Valeri.Korb@riigikogu.ee,29e61beb-0bb5-4d05-929a-1976f3642699,,,Riigikogu XIII
Mihhail Korb,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=9c583623-eb94-48de-bf39-2bf49759c5a6,Eesti Keskerakonna fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Mihhail.Korb@riigikogu.ee,9c583623-eb94-48de-bf39-2bf49759c5a6,,,Riigikogu XIII
Siret Kotka,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e6416c11-b0c5-459a-96f9-c9549bbaaa81,Eesti Keskerakonna fraktsioon,Lääne-Virumaa ,Siret.Kotka@riigikogu.ee,e6416c11-b0c5-459a-96f9-c9549bbaaa81,,,Riigikogu XIII
Eerik-Niiles Kross,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=b2226516-4cd4-4471-b93b-696c40b7a9e2,Eesti Reformierakonna fraktsioon,Tallinna Mustamäe ja Nõmme linnaosa ,Eerik-Niiles.Kross@riigikogu.ee,b2226516-4cd4-4471-b93b-696c40b7a9e2,,,Riigikogu XIII
Urmas Kruuse,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=4a332fbb-be05-4cb2-b6a0-5916eb40fe89,Eesti Reformierakonna fraktsioon,"",Urmas.Kruuse@riigikogu.ee,4a332fbb-be05-4cb2-b6a0-5916eb40fe89,,,Riigikogu XIII
Martin Kukk,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=7dd476b9-96f3-4087-a91b-6e5855904fed,Eesti Reformierakonna fraktsioon,Tallinna Mustamäe ja Nõmme linnaosa ,Martin.Kukk@riigikogu.ee,7dd476b9-96f3-4087-a91b-6e5855904fed,,,Riigikogu XIII
Kalvi Kõva,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=46fa9a7c-7055-444f-8c55-ea640d1d95d6,Sotsiaaldemokraatliku Erakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Kalvi.Kova@riigikogu.ee,46fa9a7c-7055-444f-8c55-ea640d1d95d6,,,Riigikogu XIII
Külliki Kübarsepp,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=1a847bf9-89b0-40b5-ad0f-36e8d41ebe20,Eesti Vabaerakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Kylliki.Kybarsepp@riigikogu.ee,1a847bf9-89b0-40b5-ad0f-36e8d41ebe20,,,Riigikogu XIII
Helmen Kütt,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=1d0b281d-b769-4e94-8c67-faa1cb1b1395,Sotsiaaldemokraatliku Erakonna fraktsioon,Järva- ja Viljandimaa ,Helmen.Kytt@riigikogu.ee,1d0b281d-b769-4e94-8c67-faa1cb1b1395,,,Riigikogu XIII
Ants Laaneots,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=103bdae6-c980-4bd4-8e57-e8af4df13f4b,Eesti Reformierakonna fraktsioon,Tartu linn ,Ants.Laaneots@riigikogu.ee,103bdae6-c980-4bd4-8e57-e8af4df13f4b,,,Riigikogu XIII
Kalle Laanet,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=31eee189-0019-469f-8469-7da564bf1af9,Eesti Reformierakonna fraktsioon,"Hiiu-, Lääne- ja Saaremaa ",Kalle.Laanet@riigikogu.ee,31eee189-0019-469f-8469-7da564bf1af9,,,Riigikogu XIII
Lauri Laasi,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e8df7efa-a72a-495c-a485-7ff8c0a177d8,Eesti Keskerakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Lauri.Laasi@riigikogu.ee,e8df7efa-a72a-495c-a485-7ff8c0a177d8,,,Riigikogu XIII
Viktoria Ladõnskaja,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=08134982-2ac6-436c-ad8f-8f941ca41d3c,Isamaa ja Res Publica Liidu fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Viktoria.Ladonskaja@riigikogu.ee,08134982-2ac6-436c-ad8f-8f941ca41d3c,,,Riigikogu XIII
Maris Lauri,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=315ea785-8f59-40e5-a158-3de8b908572f,Eesti Reformierakonna fraktsioon,Tallinna Mustamäe ja Nõmme linnaosa ,Maris.Lauri@riigikogu.ee,315ea785-8f59-40e5-a158-3de8b908572f,,,Riigikogu XIII
Heimar Lenk,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=40766949-940e-4530-9377-1532bc22501b,Eesti Keskerakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Heimar.Lenk@riigikogu.ee,40766949-940e-4530-9377-1532bc22501b,,,Riigikogu XIII
Jürgen Ligi,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=c0c7bea2-4c5e-4295-9c0f-dca52d602098,Eesti Reformierakonna fraktsioon,Järva- ja Viljandimaa ,Jyrgen.Ligi@riigikogu.ee,c0c7bea2-4c5e-4295-9c0f-dca52d602098,,,Riigikogu XIII
Lauri Luik,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=0c8c32b6-5add-4058-acb8-c76822d1d06b,Eesti Reformierakonna fraktsioon,"Hiiu-, Lääne- ja Saaremaa ",Lauri.Luik@riigikogu.ee,0c8c32b6-5add-4058-acb8-c76822d1d06b,,,Riigikogu XIII
Ain Lutsepp,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e3adcdb3-582b-411a-9132-4dc292c56bb0,Eesti Vabaerakonna fraktsioon,Tallinna Mustamäe ja Nõmme linnaosa ,Ain.Lutsepp@riigikogu.ee,e3adcdb3-582b-411a-9132-4dc292c56bb0,,,Riigikogu XIII
Jaak Madison,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ecbd080f-ee6a-4287-9dff-393cf5c8e880,Eesti Konservatiivse Rahvaerakonna fraktsioon,Järva- ja Viljandimaa ,Jaak.Madison@riigikogu.ee,ecbd080f-ee6a-4287-9dff-393cf5c8e880,,,Riigikogu XIII
Jaanus Marrandi,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=13fe7449-a3ec-4e2e-86aa-256d8ce8475c,Sotsiaaldemokraatliku Erakonna fraktsioon,Järva- ja Viljandimaa ,Jaanus.Marrandi@riigikogu.ee,13fe7449-a3ec-4e2e-86aa-256d8ce8475c,,,Riigikogu XIII
Andres Metsoja,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=d5f3dddb-d809-448a-a94f-adbf208e408a,Isamaa ja Res Publica Liidu fraktsioon,Pärnumaa ,Andres.Metsoja@riigikogu.ee,d5f3dddb-d809-448a-a94f-adbf208e408a,,,Riigikogu XIII
Kristen Michal,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=84bf9004-a454-44c9-8696-5337c74ff486,Eesti Reformierakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Kristen.Michal@riigikogu.ee,84bf9004-a454-44c9-8696-5337c74ff486,,,Riigikogu XIII
Marko Mihkelson,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=58be6531-1f4b-4b0b-9c21-92566a40ae8b,Isamaa ja Res Publica Liidu fraktsioon,Harju- ja Raplamaa ,Marko.Mihkelson@riigikogu.ee,58be6531-1f4b-4b0b-9c21-92566a40ae8b,,,Riigikogu XIII
Sven Mikser,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=8719c4cd-291e-4216-b3e1-8b5a0d7902fb,Sotsiaaldemokraatliku Erakonna fraktsioon,Harju- ja Raplamaa ,Sven.Mikser@riigikogu.ee,8719c4cd-291e-4216-b3e1-8b5a0d7902fb,,,Riigikogu XIII
Madis Milling,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ef97dd2d-40d0-4d80-866d-4ef6e71995f1,Eesti Reformierakonna fraktsioon,Harju- ja Raplamaa ,Madis.Milling@riigikogu.ee,ef97dd2d-40d0-4d80-866d-4ef6e71995f1,,,Riigikogu XIII
Aadu Must,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=233ac42e-573c-400e-8568-0ac3d4c107f9,Eesti Keskerakonna fraktsioon,Tartu linn ,Aadu.Must@riigikogu.ee,233ac42e-573c-400e-8568-0ac3d4c107f9,,,Riigikogu XIII
Eiki Nestor,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=81aecc23-8483-48d6-9217-289fce86b1b5,Sotsiaaldemokraatliku Erakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Eiki.Nestor@riigikogu.ee,81aecc23-8483-48d6-9217-289fce86b1b5,,,Riigikogu XIII
Andrei Novikov,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=6532ddc5-3651-49a7-b79c-b6ebeb0a2acd,Eesti Keskerakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Andrei.Novikov@riigikogu.ee,6532ddc5-3651-49a7-b79c-b6ebeb0a2acd,,,Riigikogu XIII
Jevgeni Ossinovski,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,Sotsiaaldemokraatliku Erakonna fraktsioon,Ida-Virumaa ,Jevgeni.Ossinovski@riigikogu.ee,74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,,,Riigikogu XIII
Ivari Padar,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=56240b7a-f393-479e-8fa4-8267be56d125,Sotsiaaldemokraatliku Erakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Ivari.Padar@riigikogu.ee,56240b7a-f393-479e-8fa4-8267be56d125,,,Riigikogu XIII
Kalle Palling,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ca5eb437-2288-4945-bc12-325f98008ed3,Eesti Reformierakonna fraktsioon,Harju- ja Raplamaa ,Kalle.Palling@riigikogu.ee,ca5eb437-2288-4945-bc12-325f98008ed3,,,Riigikogu XIII
Urve Palo,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=c91bc287-d95b-4d95-aded-f7a142c1e599,Sotsiaaldemokraatliku Erakonna fraktsioon,Harju- ja Raplamaa ,Urve.Palo@riigikogu.ee,c91bc287-d95b-4d95-aded-f7a142c1e599,,,Riigikogu XIII
Juhan Parts,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=bd171edb-9d99-483e-acc1-dfca5d6deb18,Isamaa ja Res Publica Liidu fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Juhan.Parts@riigikogu.ee,bd171edb-9d99-483e-acc1-dfca5d6deb18,,,Riigikogu XIII
Keit Pentus-Rosimannus,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e87a03b8-08cf-4b88-8a28-f26da1d65e30,Eesti Reformierakonna fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Keit.Pentus-Rosimannus@riigikogu.ee,e87a03b8-08cf-4b88-8a28-f26da1d65e30,,,Riigikogu XIII
Hanno Pevkur,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=cf42a56a-b91a-4a51-913b-a489305326a2,Eesti Reformierakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Hanno.Pevkur@riigikogu.ee,cf42a56a-b91a-4a51-913b-a489305326a2,,,Riigikogu XIII
Heljo Pikhof,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=b5922bb2-56bb-4de6-a7e1-754553191c27,Sotsiaaldemokraatliku Erakonna fraktsioon,Tartu linn ,Heljo.Pikhof@riigikogu.ee,b5922bb2-56bb-4de6-a7e1-754553191c27,,,Riigikogu XIII
Marko Pomerants,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=85b88dbc-3406-44a0-9aff-49394fd4e9a2,Isamaa ja Res Publica Liidu fraktsioon,Lääne-Virumaa ,Marko.Pomerants@riigikogu.ee,85b88dbc-3406-44a0-9aff-49394fd4e9a2,,,Riigikogu XIII
Heidy Purga,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=cb6b45a7-5dcb-4a3b-bb18-2b79fe3278ae,Eesti Reformierakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Heidy.Purga@riigikogu.ee,cb6b45a7-5dcb-4a3b-bb18-2b79fe3278ae,,,Riigikogu XIII
Raivo Põldaru,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=b0eb11ef-75b9-4427-b8d0-20d38af2903a,Eesti Konservatiivse Rahvaerakonna fraktsioon,Jõgeva- ja Tartumaa ,Raivo.Poldaru@riigikogu.ee,b0eb11ef-75b9-4427-b8d0-20d38af2903a,,,Riigikogu XIII
