id,name,surname,party,area,house
174,AMICI Sesa,AMICI,Partito Democratico,Lazio 2,Chamber of Deputies
687662,Amoddio Sofia,Amoddio,Partito Democratico,Sicilia 2,Chamber of Deputies
332670,ANGELUCCI Antonio,ANGELUCCI,Popolo della Libertà,Lombardia 2,Chamber of Deputies
5146,ANTEZZA Maria,ANTEZZA,Partito Democratico,Basilicata,Chamber of Deputies
686224,Anzaldi Michele,Anzaldi,Partito Democratico,Emilia-Romagna,Chamber of Deputies
687659,Archi Bruno,Archi,Popolo della Libertà,Piemonte 2,Chamber of Deputies
125726,ARGENTIN Ileana,ARGENTIN,Partito Democratico,Lazio 1,Chamber of Deputies
324652,Arlotti Tiziano,Arlotti,Partito Democratico,Emilia-Romagna,Chamber of Deputies
686708,Artini Massimo,Artini,Gruppo Misto,Toscana,Chamber of Deputies
686730,Ascani Anna,Ascani,Partito Democratico,Umbria,Chamber of Deputies
686140,Attaguile Angelo,Attaguile,Lega Nord e autonomie,Campania 2,Chamber of Deputies
686710,Baldassarre Marco,Baldassarre,Gruppo Misto,Toscana,Chamber of Deputies
189,BALDELLI Simone,BALDELLI,Popolo della Libertà,Marche,Chamber of Deputies
685793,Barbanti Sebastiano,Barbanti,Gruppo Misto,Calabria,Chamber of Deputies
332675,BARETTA Pier Paolo,BARETTA,Partito Democratico,Veneto 2,Chamber of Deputies
14400,BARGERO Cristina,BARGERO,Partito Democratico,Piemonte 2,Chamber of Deputies
687336,Baroni Massimo Enrico,Baroni,Movimento 5 stelle,Lazio 1,Chamber of Deputies
77900,BARUFFI Davide,BARUFFI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
685987,Basilio Tatiana,Basilio,Movimento 5 stelle,Lombardia 2,Chamber of Deputies
403281,Basso Lorenzo,Basso,Partito Democratico,Liguria,Chamber of Deputies
8249,BATTAGLIA Demetrio,BATTAGLIA,Partito Democratico,Calabria,Chamber of Deputies
686281,Battelli Sergio,Battelli,Movimento 5 stelle,Liguria,Chamber of Deputies
557459,Bazoli Alfredo,Bazoli,Partito Democratico,Lombardia 2,Chamber of Deputies
721559,BECATTINI Lorenzo,BECATTINI,Partito Democratico,Toscana,Chamber of Deputies
685930,Bechis Eleonora,Bechis,Gruppo Misto,Piemonte 1,Chamber of Deputies
197,BELLANOVA Teresa,BELLANOVA,Partito Democratico,Puglia,Chamber of Deputies
332677,BENAMATI Gianluca,BENAMATI,Partito Democratico,Piemonte 1,Chamber of Deputies
685849,Benedetti Silvia,Benedetti,Movimento 5 stelle,Veneto 1,Chamber of Deputies
686691,Beni Paolo,Beni,Partito Democratico,Toscana,Chamber of Deputies
332679,BERGAMINI Deborah,BERGAMINI,Popolo della Libertà,Emilia-Romagna,Chamber of Deputies
501411,Bergonzi Marco,Bergonzi,Partito Democratico,Emilia-Romagna,Chamber of Deputies
517174,Berlinghieri Marina,Berlinghieri,Partito Democratico,Lombardia 2,Chamber of Deputies
205,BERNARDO Maurizio,BERNARDO,Area Popolare (NCD-UDC),Lombardia 1,Chamber of Deputies
686238,Bernini Paolo,Bernini,Movimento 5 stelle,Emilia-Romagna,Chamber of Deputies
687353,Bernini Massimiliano,Bernini,Movimento 5 stelle,Lazio 2,Chamber of Deputies
229196,BERRETTA Giuseppe,BERRETTA,Partito Democratico,Sicilia 2,Chamber of Deputies
207,BERSANI Pier Luigi,BERSANI,Partito Democratico,Lombardia 1,Chamber of Deputies
213,BIANCHI Dorina,BIANCHI,Area Popolare (NCD-UDC),Calabria,Chamber of Deputies
686419,Bianchi Mariastella,Bianchi,Partito Democratico,Marche,Chamber of Deputies
687580,Bianchi Nicola,Bianchi,Movimento 5 stelle,Sardegna,Chamber of Deputies
215,BIANCOFIORE Michaela,BIANCOFIORE,Popolo della Libertà,Trentino-Alto Adige,Chamber of Deputies
4787,BIANCONI Maurizio,BIANCONI,Popolo della Libertà,Toscana,Chamber of Deputies
4670,BIASOTTI Sandro,BIASOTTI,Popolo della Libertà,Liguria,Chamber of Deputies
217,BINDI Rosy,BINDI,Partito Democratico,Calabria,Chamber of Deputies
1483,BINETTI Paola,BINETTI,Area Popolare (NCD-UDC),Lazio 1,Chamber of Deputies
4788,BINI Caterina,BINI,Partito Democratico,Toscana,Chamber of Deputies
332997,BIONDELLI Franca Maria Grazia,BIONDELLI,Partito Democratico,Piemonte 2,Chamber of Deputies
274772,BLAZINA Tamara,BLAZINA,Partito Democratico,Friuli-Venezia Giulia,Chamber of Deputies
1485,BOBBA Luigi,BOBBA,Partito Democratico,Piemonte 2,Chamber of Deputies
686793,Boccadutri Sergio,Boccadutri,Partito Democratico,Lazio 1,Chamber of Deputies
220,BOCCI Gianpiero,BOCCI,Partito Democratico,Umbria,Chamber of Deputies
332683,BOCCIA Francesco,BOCCIA,Partito Democratico,Puglia,Chamber of Deputies
332684,BOCCUZZI Antonio,BOCCUZZI,Partito Democratico,Piemonte 1,Chamber of Deputies
686427,Boldrini Laura,Boldrini,Sinistra ecologia e libertà,Sicilia 2,Chamber of Deputies
753399,BOLDRINI Paola,BOLDRINI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
686220,Bolognesi Paolo,Bolognesi,Partito Democratico,Emilia-Romagna,Chamber of Deputies
685969,Bombassei Alberto,Bombassei,Scelta civica per l'Italia,Lombardia 2,Chamber of Deputies
686782,Bonaccorsi Lorenza,Bonaccorsi,Partito Democratico,Lazio 1,Chamber of Deputies
686706,Bonafede Alfonso,Bonafede,Movimento 5 stelle,Toscana,Chamber of Deputies
332685,BONAVITACOLA Fulvio,BONAVITACOLA,Partito Democratico,Campania 2,Chamber of Deputies
497442,Bonifazi Francesco,Bonifazi,Partito Democratico,Piemonte 2,Chamber of Deputies
437762,Bonomo Francesca,Bonomo,Partito Democratico,Piemonte 1,Chamber of Deputies
232,BORDO Michele,BORDO,Partito Democratico,Puglia,Chamber of Deputies
236257,BORDO Franco,BORDO,Sinistra ecologia e libertà,Lombardia 3,Chamber of Deputies
687583,Borghese Mario,Borghese,Gruppo Misto,America meridionale,Chamber of Deputies
420242,Borghesi Stefano,Borghesi,Lega Nord e autonomie,Lombardia 2,Chamber of Deputies
219411,BORGHI Enrico,BORGHI,Partito Democratico,Piemonte 2,Chamber of Deputies
686340,Borletti Buitoni Ilaria,Borletti Buitoni,Scelta civica per l'Italia,Lombardia 1,Chamber of Deputies
686698,Boschi Maria Elena,Boschi,Partito Democratico,Toscana,Chamber of Deputies
357920,Bosco Antonino,Bosco,Area Popolare (NCD-UDC),Sicilia 1,Chamber of Deputies
5005,BOSSA Luisa,BOSSA,Partito Democratico,Campania 1,Chamber of Deputies
12,BOSSI Umberto,BOSSI,Lega Nord e autonomie,Lombardia 2,Chamber of Deputies
232683,BRAGA Chiara,BRAGA,Partito Democratico,Lombardia 2,Chamber of Deputies
9048,BRAGANTINI Matteo,BRAGANTINI,Lega Nord e autonomie,Veneto 1,Chamber of Deputies
685910,Bragantini Paola,Bragantini,Partito Democratico,Piemonte 1,Chamber of Deputies
332687,BRAMBILLA Michela Vittoria,BRAMBILLA,Popolo della Libertà,Emilia-Romagna,Chamber of Deputies
383352,Brandolin Giorgio,Brandolin,Partito Democratico,Friuli-Venezia Giulia,Chamber of Deputies
240904,BRATTI Alessandro,BRATTI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
686441,Bray Massimo,Bray,Partito Democratico,Puglia,Chamber of Deputies
686473,Brescia Giuseppe,Brescia,Movimento 5 stelle,Puglia,Chamber of Deputies
239,BRESSA Gianclaudio,BRESSA,Partito Democratico,Trentino-Alto Adige,Chamber of Deputies
687295,Brugnerotto Marco,Brugnerotto,Movimento 5 stelle,Veneto 1,Chamber of Deputies
14,BRUNETTA Renato,BRUNETTA,Popolo della Libertà,Veneto 2,Chamber of Deputies
1495,BRUNO Franco,BRUNO,Gruppo Misto,Calabria,Chamber of Deputies
685783,Bruno Bossio Enza,Bruno Bossio,Partito Democratico,Calabria,Chamber of Deputies
687586,Bueno Renata,Bueno,Gruppo Misto,America meridionale,Chamber of Deputies
255,BURTONE Giovanni Mario Salvino,BURTONE,Partito Democratico,Sicilia 2,Chamber of Deputies
176599,BUSIN Filippo,BUSIN,Lega Nord e autonomie,Veneto 1,Chamber of Deputies
687291,Businarolo Francesca,Businarolo,Movimento 5 stelle,Veneto 1,Chamber of Deputies
685875,Busto Mirko,Busto,Movimento 5 stelle,Piemonte 2,Chamber of Deputies
1503,BUTTIGLIONE Rocco,BUTTIGLIONE,Area Popolare (NCD-UDC),Campania 1,Chamber of Deputies
356761,CALABRIA Annagrazia,CALABRIA,Popolo della Libertà,Piemonte 1,Chamber of Deputies
333017,CALABRO' Raffaele,CALABRO',Area Popolare (NCD-UDC),Campania 1,Chamber of Deputies
305588,Camani Vanessa,Camani,Partito Democratico,Veneto 1,Chamber of Deputies
686768,Campana Micaela,Campana,Partito Democratico,Lazio 1,Chamber of Deputies
686537,Cancelleri Azzurra,Cancelleri,Movimento 5 stelle,Sicilia 1,Chamber of Deputies
9514,CANI Emanuele,CANI,Partito Democratico,Sardegna,Chamber of Deputies
345364,Caon Roberto,Caon,Lega Nord e autonomie,Veneto 1,Chamber of Deputies
264,CAPARINI Davide,CAPARINI,Lega Nord e autonomie,Lombardia 2,Chamber of Deputies
81211,CAPELLI Roberto,CAPELLI,Per L'Italia,Sardegna,Chamber of Deputies
265,CAPEZZONE Daniele,CAPEZZONE,Popolo della Libertà,Piemonte 1,Chamber of Deputies
267,CAPODICASA Angelo,CAPODICASA,Partito Democratico,Sicilia 1,Chamber of Deputies
7298,CAPONE Salvatore,CAPONE,Partito Democratico,Puglia,Chamber of Deputies
686158,Capozzolo Sabrina,Capozzolo,Partito Democratico,Campania 2,Chamber of Deputies
685853,Capua Ilaria,Capua,Scelta civica per l'Italia,Veneto 1,Chamber of Deputies
686313,Carbone Ernesto,Carbone,Partito Democratico,Lombardia 1,Chamber of Deputies
332695,CARDINALE Daniela,CARDINALE,Partito Democratico,Sicilia 1,Chamber of Deputies
313306,Carella Renzo,Carella,Partito Democratico,Lazio 1,Chamber of Deputies
272,CARFAGNA Maria Rosaria,CARFAGNA,Popolo della Libertà,Campania 2,Chamber of Deputies
686479,Cariello Francesco,Cariello,Movimento 5 stelle,Puglia,Chamber of Deputies
686328,Carinelli Paola,Carinelli,Movimento 5 stelle,Lombardia 1,Chamber of Deputies
1512,CARLONI Anna Maria,CARLONI,Partito Democratico,Campania 1,Chamber of Deputies
24626,CARNEVALI Elena,CARNEVALI,Partito Democratico,Lombardia 2,Chamber of Deputies
686273,Carocci Mara,Carocci,Partito Democratico,Liguria,Chamber of Deputies
332698,CARRA Marco,CARRA,Partito Democratico,Lombardia 3,Chamber of Deputies
686423,Carrescia Piergiorgio,Carrescia,Partito Democratico,Marche,Chamber of Deputies
686674,Carrozza Maria Chiara,Carrozza,Partito Democratico,Toscana,Chamber of Deputies
687590,Caruso Mario,Caruso,Per L'Italia,Europa,Chamber of Deputies
7545,CASATI Ezio Primo,CASATI,Partito Democratico,Lombardia 1,Chamber of Deputies
165773,CASELLATO Floriana,CASELLATO,Partito Democratico,Veneto 2,Chamber of Deputies
277,CASERO Luigi,CASERO,Area Popolare (NCD-UDC),Lombardia 1,Chamber of Deputies
686332,Caso Vincenzo,Caso,Movimento 5 stelle,Lombardia 1,Chamber of Deputies
686438,Cassano Franco,Cassano,Partito Democratico,Puglia,Chamber of Deputies
685925,Castelli Laura,Castelli,Movimento 5 stelle,Piemonte 1,Chamber of Deputies
282,CASTIELLO Giuseppina,CASTIELLO,Popolo della Libertà,Campania 1,Chamber of Deputies
17,CASTIGLIONE Giuseppe,CASTIGLIONE,Area Popolare (NCD-UDC),Sicilia 2,Chamber of Deputies
7996,CASTRICONE Antonio,CASTRICONE,Partito Democratico,Abruzzo,Chamber of Deputies
686387,Catalano Ivan,Catalano,Gruppo Misto,Lombardia 2,Chamber of Deputies
618125,Catania Mario,Catania,Scelta civica per l'Italia,Veneto 1,Chamber of Deputies
283,CATANOSO Basilio,CATANOSO,Popolo della Libertà,Sicilia 2,Chamber of Deputies
276597,Causi Marco,Causi,Partito Democratico,Sicilia 1,Chamber of Deputies
4623,CAUSIN Andrea,CAUSIN,Area Popolare (NCD-UDC),Veneto 2,Chamber of Deputies
686431,Cecconi Andrea,Cecconi,Movimento 5 stelle,Marche,Chamber of Deputies
4842,CENNI Susanna,CENNI,Partito Democratico,Toscana,Chamber of Deputies
219951,CENSORE Bruno,CENSORE,Partito Democratico,Calabria,Chamber of Deputies
332701,CENTEMERO Elena,CENTEMERO,Popolo della Libertà,Lombardia 1,Chamber of Deputies
5086,CERA Angelo,CERA,Area Popolare (NCD-UDC),Puglia,Chamber of Deputies
291,CESARO Luigi,CESARO,Popolo della Libertà,Campania 1,Chamber of Deputies
685993,Cesaro Antimo,Cesaro,Scelta civica per l'Italia,Campania 2,Chamber of Deputies
687643,Chaouki Khalid,Chaouki,Partito Democratico,Campania 2,Chamber of Deputies
5078,CHIARELLI Gianfranco,CHIARELLI,Popolo della Libertà,Puglia,Chamber of Deputies
685927,Chimienti Silvia,Chimienti,Movimento 5 stelle,Piemonte 1,Chamber of Deputies
298,CICCHITTO Fabrizio,CICCHITTO,Area Popolare (NCD-UDC),Lazio 1,Chamber of Deputies
501219,Cimbro Eleonora,Cimbro,Partito Democratico,Lombardia 1,Chamber of Deputies
685886,Cimmino Luciano,Cimmino,Scelta civica per l'Italia,Campania 1,Chamber of Deputies
686733,Ciprini Tiziana,Ciprini,Movimento 5 stelle,Umbria,Chamber of Deputies
6524,CIRACI' Nicola,CIRACI',Popolo della Libertà,Puglia,Chamber of Deputies
303,CIRIELLI Edmondo,CIRIELLI,Fratelli d'Italia - Centrodestra Nazionale,Campania 2,Chamber of Deputies
4537,CIVATI Giuseppe,CIVATI,Partito Democratico,Lombardia 1,Chamber of Deputies
686148,Coccia Laura,Coccia,Partito Democratico,Campania 2,Chamber of Deputies
332703,COLANINNO Matteo,COLANINNO,Partito Democratico,Lombardia 3,Chamber of Deputies
685684,Colletti Andrea,Colletti,Movimento 5 stelle,Abruzzo,Chamber of Deputies
686131,Colonnese Vega,Colonnese,Movimento 5 stelle,Campania 1,Chamber of Deputies
685984,COMINARDI Claudio,COMINARDI,Movimento 5 stelle,Lombardia 2,Chamber of Deputies
685961,Cominelli Miriam,Cominelli,Partito Democratico,Lombardia 2,Chamber of Deputies
356940,COPPOLA Paolo,COPPOLA,Partito Democratico,Friuli-Venezia Giulia,Chamber of Deputies
686505,Corda Emanuela,Corda,Movimento 5 stelle,Sardegna,Chamber of Deputies
4518,CORSARO Massimo,CORSARO,Gruppo Misto,Lombardia 1,Chamber of Deputies
313965,Coscia Maria,Coscia,Partito Democratico,Lazio 1,Chamber of Deputies
321,COSTA Enrico,COSTA,Area Popolare (NCD-UDC),Piemonte 2,Chamber of Deputies
687375,Costantino Celestina,Costantino,Sinistra ecologia e libertà,Piemonte 1,Chamber of Deputies
495096,Cova Paolo,Cova,Partito Democratico,Lombardia 1,Chamber of Deputies
494722,Covello Stefania,Covello,Partito Democratico,Calabria,Chamber of Deputies
687320,Cozzolino Emanuele,Cozzolino,Movimento 5 stelle,Veneto 2,Chamber of Deputies
687261,Crimì Filippo,Crimì,Partito Democratico,Veneto 1,Chamber of Deputies
326,CRIMI Rocco,CRIMI,Popolo della Libertà,Lazio 2,Chamber of Deputies
685876,Crippa Davide,Crippa,Movimento 5 stelle,Piemonte 2,Chamber of Deputies
126707,CRIVELLARI Diego,CRIVELLARI,Partito Democratico,Veneto 1,Chamber of Deputies
504322,CULOTTA Magda,CULOTTA,Partito Democratico,Sicilia 1,Chamber of Deputies
330,CUPERLO Giovanni,CUPERLO,Partito Democratico,Lazio 1,Chamber of Deputies
686660,Currò Tommaso,Currò,Gruppo Misto,Sicilia 2,Chamber of Deputies
685996,D'Agostino Angelo,D'Agostino,Scelta civica per l'Italia,Campania 2,Chamber of Deputies
617979,D'ALESSANDRO Luca,D'ALESSANDRO,Popolo della Libertà,Campania 2,Chamber of Deputies
333,D'ALIA Gianpiero,D'ALIA,Area Popolare (NCD-UDC),Sicilia 1,Chamber of Deputies
686467,D'Ambrosio Giuseppe,D'Ambrosio,Movimento 5 stelle,Puglia,Chamber of Deputies
9010,D'ARIENZO Vincenzo,D'ARIENZO,Partito Democratico,Veneto 1,Chamber of Deputies
685781,D'Attorre Alfredo,D'Attorre,Partito Democratico,Calabria,Chamber of Deputies
685802,D'Incà Federico,D'Incà,Movimento 5 stelle,Veneto 2,Chamber of Deputies
90393,D'INCECCO Vittoria,D'INCECCO,Partito Democratico,Abruzzo,Chamber of Deputies
8807,D'OTTAVIO Umberto,D'OTTAVIO,Partito Democratico,Piemonte 1,Chamber of Deputies
686666,D'Uva Francesco,D'Uva,Movimento 5 stelle,Sicilia 2,Chamber of Deputies
685807,Da Villa Marco,Da Villa,Movimento 5 stelle,Veneto 2,Chamber of Deputies
685877,Dadone Fabiana,Dadone,Movimento 5 stelle,Piemonte 2,Chamber of Deputies
687322,Daga Federica,Daga,Movimento 5 stelle,Lazio 1,Chamber of Deputies
332705,DAL MORO Gian Pietro,DAL MORO,Partito Democratico,Veneto 1,Chamber of Deputies
686047,Dall'Osso Matteo,Dall'Osso,Movimento 5 stelle,Emilia-Romagna,Chamber of Deputies
686695,Dallai Luigi,Dallai,Partito Democratico,Toscana,Chamber of Deputies
686342,Dambruoso Stefano,Dambruoso,Scelta civica per l'Italia,Lombardia 1,Chamber of Deputies
335,DAMIANO Cesare,DAMIANO,Partito Democratico,Piemonte 1,Chamber of Deputies
332706,DE GIROLAMO Nunzia,DE GIROLAMO,Area Popolare (NCD-UDC),Campania 2,Chamber of Deputies
686471,De Lorenzis Diego,De Lorenzis,Movimento 5 stelle,Puglia,Chamber of Deputies
6429,DE MARIA Andrea,DE MARIA,Partito Democratico,Emilia-Romagna,Chamber of Deputies
23078,DE MENECH Roger,DE MENECH,Partito Democratico,Veneto 2,Chamber of Deputies
332707,DE MICHELI Paola,DE MICHELI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
6211,DE MITA Giuseppe,DE MITA,Area Popolare (NCD-UDC),Campania 2,Chamber of Deputies
686330,De Rosa Massimo,De Rosa,Movimento 5 stelle,Lombardia 1,Chamber of Deputies
499559,DEL BASSO DE CARO Umberto,DEL BASSO DE CARO,Partito Democratico,Campania 2,Chamber of Deputies
685685,Del Grosso Daniele,Del Grosso,Movimento 5 stelle,Abruzzo,Chamber of Deputies
685959,Dell'Aringa Carlo,Dell'Aringa,Partito Democratico,Lombardia 2,Chamber of Deputies
686240,Dell'Orco Michele,Dell'Orco,Movimento 5 stelle,Emilia-Romagna,Chamber of Deputies
476784,Della Valle Ivan,Della Valle,Movimento 5 stelle,Piemonte 1,Chamber of Deputies
8815,DELLAI Lorenzo,DELLAI,Per L'Italia,Trentino-Alto Adige,Chamber of Deputies
687328,Di Battista Alessandro,Di Battista,Movimento 5 stelle,Lazio 1,Chamber of Deputies
686533,Di Benedetto Chiara,Di Benedetto,Movimento 5 stelle,Sicilia 1,Chamber of Deputies
364,DI GIOIA Raffaele,DI GIOIA,Gruppo Misto,Sardegna,Chamber of Deputies
5059,DI LELLO Marco,DI LELLO,Gruppo Misto,Campania 1,Chamber of Deputies
685892,Di Maio Luigi,Di Maio,Movimento 5 stelle,Campania 1,Chamber of Deputies
429177,Di Maio Marco,Di Maio,Partito Democratico,Emilia-Romagna,Chamber of Deputies
368,DI SALVO Titti,DI SALVO,Partito Democratico,Lombardia 2,Chamber of Deputies
686334,Di Stefano Manlio,Di Stefano,Movimento 5 stelle,Lombardia 1,Chamber of Deputies
4958,DI STEFANO Fabrizio,DI STEFANO,Popolo della Libertà,Abruzzo,Chamber of Deputies
274823,DI STEFANO Marco,DI STEFANO,Partito Democratico,Lazio 1,Chamber of Deputies
686531,Di Vita Giulia,Di Vita,Movimento 5 stelle,Sicilia 1,Chamber of Deputies
685794,Dieni Federica,Dieni,Movimento 5 stelle,Calabria,Chamber of Deputies
332713,DISTASO Antonio,DISTASO,Popolo della Libertà,Puglia,Chamber of Deputies
17508,DONATI Marco,DONATI,Partito Democratico,Toscana,Chamber of Deputies
380,DURANTI Donatella,DURANTI,Sinistra ecologia e libertà,Puglia,Chamber of Deputies
685884,Epifani Ettore Guglielmo,Epifani,Partito Democratico,Campania 1,Chamber of Deputies
6887,ERMINI David,ERMINI,Partito Democratico,Toscana,Chamber of Deputies
28635,FABBRI Marilena,FABBRI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
246108,FAENZI Monica,FAENZI,Popolo della Libertà,Toscana,Chamber of Deputies
685891,FALCONE Giovanni,FALCONE,Scelta civica per l'Italia,Piemonte 2,Chamber of Deputies
20720,FAMIGLIETTI Luigi,FAMIGLIETTI,Partito Democratico,Campania 2,Chamber of Deputies
687297,Fantinati Mattia,Fantinati,Movimento 5 stelle,Veneto 1,Chamber of Deputies
118748,FANUCCI Edoardo,FANUCCI,Partito Democratico,Toscana,Chamber of Deputies
84423,FARAONE Davide,FARAONE,Partito Democratico,Sicilia 1,Chamber of Deputies
388,FARINA Daniele,FARINA,Sinistra ecologia e libertà,Lombardia 1,Chamber of Deputies
389,FARINA Gianni,FARINA,Partito Democratico,Europa,Chamber of Deputies
686763,Fassina Stefano,Fassina,Partito Democratico,Lazio 1,Chamber of Deputies
687359,FAUTTILLI Federico,FAUTTILLI,Per L'Italia,Lazio 2,Chamber of Deputies
26,FAVA Claudio,FAVA,Gruppo Misto,Lombardia 1,Chamber of Deputies
396,FEDI Marco,FEDI,Partito Democratico,Asia-Africa-Oceania-Antartide,Chamber of Deputies
332717,FEDRIGA Massimiliano,FEDRIGA,Lega Nord e autonomie,Friuli-Venezia Giulia,Chamber of Deputies
332718,FERRANTI Donatella,FERRANTI,Partito Democratico,Lazio 2,Chamber of Deputies
397,FERRARA Francesco Detto Ciccio,FERRARA,Sinistra ecologia e libertà,Emilia-Romagna,Chamber of Deputies
686236,Ferraresi Vittorio,Ferraresi,Movimento 5 stelle,Emilia-Romagna,Chamber of Deputies
86544,FERRARI Alan,FERRARI,Partito Democratico,Lombardia 3,Chamber of Deputies
569451,FERRO Andrea,FERRO,Partito Democratico,Lazio 1,Chamber of Deputies
401,FIANO Emanuele,FIANO,Partito Democratico,Lombardia 1,Chamber of Deputies
494864,FICO Roberto,FICO,Movimento 5 stelle,Campania 1,Chamber of Deputies
408,FIORIO Massimo,FIORIO,Partito Democratico,Piemonte 2,Chamber of Deputies
409,FIORONI Giuseppe,FIORONI,Partito Democratico,Lazio 2,Chamber of Deputies
5148,FOLINO Vincenzo,FOLINO,Partito Democratico,Basilicata,Chamber of Deputies
417,FONTANA Gregorio,FONTANA,Popolo della Libertà,Lombardia 2,Chamber of Deputies
416,FONTANA Cinzia Maria,FONTANA,Partito Democratico,Lombardia 3,Chamber of Deputies
118198,FONTANELLI Paolo,FONTANELLI,Partito Democratico,Toscana,Chamber of Deputies
1573,FORMISANO Aniello,FORMISANO,Gruppo Misto,Campania 1,Chamber of Deputies
4799,FOSSATI Filippo,FOSSATI,Partito Democratico,Toscana,Chamber of Deputies
687245,Fraccaro Riccardo,Fraccaro,Movimento 5 stelle,Trentino-Alto Adige,Chamber of Deputies
182044,FRAGOMELI Gian Mario,FRAGOMELI,Partito Democratico,Lombardia 2,Chamber of Deputies
423,FRANCESCHINI Dario,FRANCESCHINI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
498902,FRATOIANNI Nicola,FRATOIANNI,Sinistra ecologia e libertà,Puglia,Chamber of Deputies
475647,Fregolent Silvia,Fregolent,Partito Democratico,Piemonte 1,Chamber of Deputies
687357,Frusone Luca,Frusone,Movimento 5 stelle,Lazio 2,Chamber of Deputies
221790,FUCCI Benedetto,FUCCI,Popolo della Libertà,Puglia,Chamber of Deputies
686475,Furnari Alessandro,Furnari,Gruppo Misto,Puglia,Chamber of Deputies
384779,Fusilli Gianluca,Fusilli,Partito Democratico,Abruzzo,Chamber of Deputies
481664,Gadda Maria Chiara,Gadda,Partito Democratico,Lombardia 2,Chamber of Deputies
686712,Gagnarli Chiara,Gagnarli,Movimento 5 stelle,Toscana,Chamber of Deputies
4593,GALAN Giancarlo,GALAN,Popolo della Libertà,Veneto 1,Chamber of Deputies
435,GALATI Giuseppe,GALATI,Popolo della Libertà,Calabria,Chamber of Deputies
686737,Galgano Adriana,Galgano,Scelta civica per l'Italia,Umbria,Chamber of Deputies
686197,Galli Carlo,Galli,Partito Democratico,Emilia-Romagna,Chamber of Deputies
686290,Galli Giampaolo,Galli,Partito Democratico,Lombardia 1,Chamber of Deputies
494873,GALLINELLA Filippo,GALLINELLA,Movimento 5 stelle,Umbria,Chamber of Deputies
686133,Gallo Luigi,Gallo,Movimento 5 stelle,Campania 1,Chamber of Deputies
388995,Gallo Afflitto Riccardo Antonio,Gallo Afflitto,Popolo della Libertà,Sicilia 1,Chamber of Deputies
4534,GALPERTI Guido,GALPERTI,Partito Democratico,Lombardia 2,Chamber of Deputies
686222,Gandolfi Paolo,Gandolfi,Partito Democratico,Emilia-Romagna,Chamber of Deputies
332722,GARAVINI Laura,GARAVINI,Partito Democratico,Europa,Chamber of Deputies
444,GARNERO SANTANCHE' Daniela,GARNERO SANTANCHE',Popolo della Libertà,Lombardia 3,Chamber of Deputies
332723,GAROFALO Vincenzo,GAROFALO,Area Popolare (NCD-UDC),Sicilia 2,Chamber of Deputies
445,GAROFANI Francesco Saverio,GAROFANI,Partito Democratico,Lazio 1,Chamber of Deputies
7564,GASPARINI Daniela,GASPARINI,Partito Democratico,Lombardia 1,Chamber of Deputies
29025,GEBHARD Renate,GEBHARD,Gruppo Misto,Trentino-Alto Adige,Chamber of Deputies
4770,GELLI Federico,GELLI,Partito Democratico,Toscana,Chamber of Deputies
447,GELMINI Mariastella,GELMINI,Popolo della Libertà,Lombardia 2,Chamber of Deputies
73346,GENOVESE Francantonio,GENOVESE,Partito Democratico,Sicilia 2,Chamber of Deputies
449,GENTILONI SILVERI Paolo,GENTILONI SILVERI,Partito Democratico,Lazio 1,Chamber of Deputies
452,GHIZZONI Manuela,GHIZZONI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
453,GIACHETTI Roberto,GIACHETTI,Partito Democratico,Lazio 1,Chamber of Deputies
686267,Giacobbe Anna,Giacobbe,Partito Democratico,Liguria,Chamber of Deputies
454,GIACOMELLI Antonello,GIACOMELLI,Partito Democratico,Toscana,Chamber of Deputies
455,GIACOMONI Sestino,GIACOMONI,Popolo della Libertà,Lazio 1,Chamber of Deputies
332726,GIAMMANCO Gabriella,GIAMMANCO,Popolo della Libertà,Sicilia 1,Chamber of Deputies
686264,Gigli Gian Luigi,Gigli,Per L'Italia,Friuli-Venezia Giulia,Chamber of Deputies
352306,Ginato Federico,Ginato,Partito Democratico,Veneto 1,Chamber of Deputies
21695,GINEFRA Dario,GINEFRA,Partito Democratico,Puglia,Chamber of Deputies
4922,GINOBLE Tommaso,GINOBLE,Partito Democratico,Abruzzo,Chamber of Deputies
686012,Giordano Silvia,Giordano,Movimento 5 stelle,Campania 2,Chamber of Deputies
20398,GIORDANO Giancarlo,GIORDANO,Sinistra ecologia e libertà,Campania 2,Chamber of Deputies
460,GIORGETTI Giancarlo,GIORGETTI,Lega Nord e autonomie,Lombardia 2,Chamber of Deputies
459,GIORGETTI Alberto,GIORGETTI,Popolo della Libertà,Veneto 1,Chamber of Deputies
319282,Giorgis Andrea,Giorgis,Partito Democratico,Piemonte 1,Chamber of Deputies
686392,Gitti Gregorio,Gitti,Partito Democratico,Lombardia 2,Chamber of Deputies
686308,Giuliani Fabrizia,Giuliani,Partito Democratico,Lombardia 1,Chamber of Deputies
